trait	uri
"cholesteryl ester 16:2 measurement"	"http://www.ebi.ac.uk/efo/EFO_0021435"
"cholesteryl ester 17:0 measurement"	"http://www.ebi.ac.uk/efo/EFO_0021436"
"cholesteryl ester 17:1 measurement"	"http://www.ebi.ac.uk/efo/EFO_0021437"
"cholesteryl ester 20:0 measurement"	"http://www.ebi.ac.uk/efo/EFO_0021438"
"cholesteryl ester 20:1 measurement"	"http://www.ebi.ac.uk/efo/EFO_0021439"
"cholesteryl ester 20:2 measurement"	"http://www.ebi.ac.uk/efo/EFO_0021440"
"cholesteryl ester 22:0 measurement"	"http://www.ebi.ac.uk/efo/EFO_0021441"
"cholesteryl ester 22:1 measurement"	"http://www.ebi.ac.uk/efo/EFO_0021442"
"cholesteryl ester 22:4 measurement"	"http://www.ebi.ac.uk/efo/EFO_0021443"
"cholesteryl ester 22:5 measurement"	"http://www.ebi.ac.uk/efo/EFO_0021444"
"cholesteryl ester 24:0 measurement"	"http://www.ebi.ac.uk/efo/EFO_0021445"
"cholesteryl ester 24:1 measurement"	"http://www.ebi.ac.uk/efo/EFO_0021446"
"cholesteryl ester 24:4 measurement"	"http://www.ebi.ac.uk/efo/EFO_0021447"
"cholesteryl ester 24:5 measurement"	"http://www.ebi.ac.uk/efo/EFO_0021448"
"cholesteryl ester 24:6 measurement"	"http://www.ebi.ac.uk/efo/EFO_0021449"
"GM1 ganglioside measurement"	"http://www.ebi.ac.uk/efo/EFO_0021450"
"GM3 ganglioside measurement"	"http://www.ebi.ac.uk/efo/EFO_0021451"
"lysophosphatidylcholine 17:0 measurement"	"http://www.ebi.ac.uk/efo/EFO_0021452"
"lysophosphatidylcholine 17:1 measurement"	"http://www.ebi.ac.uk/efo/EFO_0021453"
"lysophosphatidylcholine 18:3 measurement"	"http://www.ebi.ac.uk/efo/EFO_0021454"
"lysophosphatidylcholine 19:0 measurement"	"http://www.ebi.ac.uk/efo/EFO_0021455"
"lysophosphatidylcholine 20:0 measurement"	"http://www.ebi.ac.uk/efo/EFO_0021456"
"lysophosphatidylcholine 20:1 measurement"	"http://www.ebi.ac.uk/efo/EFO_0021457"
"lysophosphatidylcholine 20:2 measurement"	"http://www.ebi.ac.uk/efo/EFO_0021458"
"lysophosphatidylcholine 22:0 measurement"	"http://www.ebi.ac.uk/efo/EFO_0021459"
"lysophosphatidylcholine 22:1 measurement"	"http://www.ebi.ac.uk/efo/EFO_0021460"
"lysophosphatidylcholine 22:4 measurement"	"http://www.ebi.ac.uk/efo/EFO_0021461"
"lysophosphatidylcholine 22:5 measurement"	"http://www.ebi.ac.uk/efo/EFO_0021462"
"lysophosphatidylcholine 24:0 measurement"	"http://www.ebi.ac.uk/efo/EFO_0021463"
"lysophosphatidylcholine 26:0 measurement"	"http://www.ebi.ac.uk/efo/EFO_0021464"
"lysophosphatidylethanolamine 17:0 measurement"	"http://www.ebi.ac.uk/efo/EFO_0021465"
"phosphatidylcholine 28:0 measurement"	"http://www.ebi.ac.uk/efo/EFO_0021466"
"phosphatidylcholine 31:0 measurement"	"http://www.ebi.ac.uk/efo/EFO_0021467"
"phosphatidylcholine 33:0 measurement"	"http://www.ebi.ac.uk/efo/EFO_0021468"
"phosphatidylcholine 33:1 measurement"	"http://www.ebi.ac.uk/efo/EFO_0021469"
"phosphatidylcholine 33:2 measurement"	"http://www.ebi.ac.uk/efo/EFO_0021470"
"phosphatidylcholine 34:5 measurement"	"http://www.ebi.ac.uk/efo/EFO_0021471"
"phosphatidylcholine 35:5 measurement"	"http://www.ebi.ac.uk/efo/EFO_0021472"
"phosphatidylcholine 36:0 measurement"	"http://www.ebi.ac.uk/efo/EFO_0021473"
"phosphatidylcholine 36:6 measurement"	"http://www.ebi.ac.uk/efo/EFO_0021474"
"phosphatidylcholine 38:7 measurement"	"http://www.ebi.ac.uk/efo/EFO_0021475"
"phosphatidylcholine 39:5 measurement"	"http://www.ebi.ac.uk/efo/EFO_0021476"
"phosphatidylcholine 40:7 measurement"	"http://www.ebi.ac.uk/efo/EFO_0021477"
"phosphatidylcholine 40:8 measurement"	"http://www.ebi.ac.uk/efo/EFO_0021478"
"triacylglycerol 49:1 measurement"	"http://www.ebi.ac.uk/efo/EFO_0021479"
"triacylglycerol 50:0 measurement"	"http://www.ebi.ac.uk/efo/EFO_0021480"
"triacylglycerol 51:0 measurement"	"http://www.ebi.ac.uk/efo/EFO_0021481"
"triacylglycerol 51:1 measurement"	"http://www.ebi.ac.uk/efo/EFO_0021482"
"triacylglycerol 51:2 measurement"	"http://www.ebi.ac.uk/efo/EFO_0021483"
"triacylglycerol 53:2 measurement"	"http://www.ebi.ac.uk/efo/EFO_0021484"
"triacylglycerol 54:0 measurement"	"http://www.ebi.ac.uk/efo/EFO_0021485"
"ubiquinone measurement"	"http://www.ebi.ac.uk/efo/EFO_0021486"
"cryptic phenotype measurement"	"http://www.ebi.ac.uk/efo/EFO_0021487"
Example_EFO	"http://www.ebi.ac.uk/efo/EFO_xxxxxxx"
"amygdala volume change measurement"	"http://www.ebi.ac.uk/efo/EFO_0021490"
"caudate volume change measurement"	"http://www.ebi.ac.uk/efo/EFO_0021491"
"hippocampus volume change measurement"	"http://www.ebi.ac.uk/efo/EFO_0021492"
"nucleus accumbens volume change measurement"	"http://www.ebi.ac.uk/efo/EFO_0021493"
"pallidum volume change measurement"	"http://www.ebi.ac.uk/efo/EFO_0021494"
"putamen volume change measurement"	"http://www.ebi.ac.uk/efo/EFO_0021495"
"thalamus volume change measurement"	"http://www.ebi.ac.uk/efo/EFO_0021496"
"cerebellum cortex volume change measurement"	"http://www.ebi.ac.uk/efo/EFO_0021497"
"cerebellum white matter volume change measurement"	"http://www.ebi.ac.uk/efo/EFO_0021498"
"cerebral white matter volume change measurement"	"http://www.ebi.ac.uk/efo/EFO_0021499"
"cortex volume change measurement"	"http://www.ebi.ac.uk/efo/EFO_0021500"
"cortical thickness change measurement"	"http://www.ebi.ac.uk/efo/EFO_0021501"
"lateral ventricle volume change measurement"	"http://www.ebi.ac.uk/efo/EFO_0021502"
"cortical surface area change measurement"	"http://www.ebi.ac.uk/efo/EFO_0021503"
"total brain volume change measurement"	"http://www.ebi.ac.uk/efo/EFO_0021504"
"non-alcoholic pancreatitis"	"http://www.ebi.ac.uk/efo/EFO_0021524"
"2-hydroxyglutarate measurement"	"http://www.ebi.ac.uk/efo/EFO_0021506"
"2-hydroxypalmitate measurement"	"http://www.ebi.ac.uk/efo/EFO_0021507"
"4-hydroxyhippurate measurement"	"http://www.ebi.ac.uk/efo/EFO_0021508"
"cholate measurement"	"http://www.ebi.ac.uk/efo/EFO_0021509"
"linoleate 18:2n6 measurement"	"http://www.ebi.ac.uk/efo/EFO_0021510"
"phenyllactate measurement"	"http://www.ebi.ac.uk/efo/EFO_0021511"
"1,7-dimethylurate measurement"	"http://www.ebi.ac.uk/efo/EFO_0021512"
"3-4-hydroxyphenyl lactate-to-alpha-hydroxyisovalerate ratio"	"http://www.ebi.ac.uk/efo/EFO_0021513"
"acetylcarnitine-to-hexanoylcarnitine ratio"	"http://www.ebi.ac.uk/efo/EFO_0021514"
"androsterone sulfate-to-epiandrosterone sulfate ratio"	"http://www.ebi.ac.uk/efo/EFO_0021515"
"arachidonate 20:4n6-to-dihomo-linolenate 20:3n3 or n6 ratio"	"http://www.ebi.ac.uk/efo/EFO_0021517"
"linoleate 18:2n6-to-dihomo-linolenate 20:3n3 or n6 ratio"	"http://www.ebi.ac.uk/efo/EFO_0021518"
"linoleate 18:2n6-to-X-12442-5,8-tetradecadienoate ratio"	"http://www.ebi.ac.uk/efo/EFO_0021519"
"phenyllactate-to-phenylalanine ratio"	"http://www.ebi.ac.uk/efo/EFO_0021521"
"blood arsenic measurement"	"http://www.ebi.ac.uk/efo/EFO_0021527"
"blood barium measurement"	"http://www.ebi.ac.uk/efo/EFO_0021528"
"blood rubidium measurement"	"http://www.ebi.ac.uk/efo/EFO_0021529"
"blood tin measurement"	"http://www.ebi.ac.uk/efo/EFO_0021530"
"blood strontium measurement"	"http://www.ebi.ac.uk/efo/EFO_0021531"
"blood titanium measurement"	"http://www.ebi.ac.uk/efo/EFO_0021532"
"blood vanadium measurement"	"http://www.ebi.ac.uk/efo/EFO_0021533"
"abdominal fat cell number"	"http://www.ebi.ac.uk/efo/EFO_0021534"
"response to Par-4 dependent chemotherapy"	"http://www.ebi.ac.uk/efo/EFO_0021535"
"treprostinil dose measurement"	"http://www.ebi.ac.uk/efo/EFO_0021489"
"urinary 6‑hydroxymelatonin sulfate to creatinine ratio"	"http://www.ebi.ac.uk/efo/EFO_0021488"
"irritable bowel syndrome symptom measurement"	"http://www.ebi.ac.uk/efo/EFO_0021536"
"(S)-(-)-2-Hydroxyisocaproic acid measurement"	"http://www.ebi.ac.uk/efo/EFO_0021542"
"1-Methylhistidine measurement"	"http://www.ebi.ac.uk/efo/EFO_0021543"
"1,3-Dimethyluric acid measurement"	"http://www.ebi.ac.uk/efo/EFO_0021544"
"1,3,7-trimethyluric acid measurement"	"http://www.ebi.ac.uk/efo/EFO_0021545"
"1,4-dihydro-1-Methyl-4-oxo-3-pyridinecarboxamide measurement"	"http://www.ebi.ac.uk/efo/EFO_0021546"
"1,7-Dimethylxanthine measurement"	"http://www.ebi.ac.uk/efo/EFO_0021547"
"2-(dimethylamino) guanosine measurement"	"http://www.ebi.ac.uk/efo/EFO_0021548"
"2-Aminoethanesulfonic acid measurement"	"http://www.ebi.ac.uk/efo/EFO_0021549"
"2-Hydroxybutanoic acid measurement"	"http://www.ebi.ac.uk/efo/EFO_0021550"
"2-Hydroxyisocaproic acid measurement"	"http://www.ebi.ac.uk/efo/EFO_0021551"
"2-Methylsuccinic acid measurement"	"http://www.ebi.ac.uk/efo/EFO_0021552"
"2-Picolinic acid measurement"	"http://www.ebi.ac.uk/efo/EFO_0021553"
"2,3-dimethylsuccinic acid measurement"	"http://www.ebi.ac.uk/efo/EFO_0021554"
"2,6-Diaminooimelic acid measurement"	"http://www.ebi.ac.uk/efo/EFO_0021555"
"3-(3-hydroxyphenyl) propionate acid measurement"	"http://www.ebi.ac.uk/efo/EFO_0021556"
"3-Hydroxy-3-methyl butyric acid measurement"	"http://www.ebi.ac.uk/efo/EFO_0021557"
"3-Hydroxyhippuric acid (m-Hydroxyhippuricacid) measurement"	"http://www.ebi.ac.uk/efo/EFO_0021558"
"3-Indolebutyric acid measurement"	"http://www.ebi.ac.uk/efo/EFO_0021559"
"3-Indolepropionic acid measurement"	"http://www.ebi.ac.uk/efo/EFO_0021560"
"3-Methylcrotonyl glycine measurement"	"http://www.ebi.ac.uk/efo/EFO_0021561"
"3-N-Methyl-L-histidine measurement"	"http://www.ebi.ac.uk/efo/EFO_0021562"
"3,3',5-triiodo-L-thyronine amount"	"http://purl.obolibrary.org/obo/OBA_1000960"
"3,4,5-Trimethoxycinnamic acid measurement"	"http://www.ebi.ac.uk/efo/EFO_0021564"
"4-Acetamidobutyric acid measurement"	"http://www.ebi.ac.uk/efo/EFO_0021565"
"4-Guanidinobutyric acid measurement"	"http://www.ebi.ac.uk/efo/EFO_0021566"
"4-Hydroxybenzaldehyde measurement"	"http://www.ebi.ac.uk/efo/EFO_0021567"
"4-Nitrophenol measurement"	"http://www.ebi.ac.uk/efo/EFO_0021568"
"4-Pyridoxic acid measurement"	"http://www.ebi.ac.uk/efo/EFO_0021569"
"5-Methyluridine measurement"	"http://www.ebi.ac.uk/efo/EFO_0021570"
"5'-Deoxy-5'-(methylthio) adenosine measurement"	"http://www.ebi.ac.uk/efo/EFO_0021571"
"Adenine measurement"	"http://www.ebi.ac.uk/efo/EFO_0021573"
"Adenosine 5'-monophosphate measurement"	"http://www.ebi.ac.uk/efo/EFO_0021574"
"Adipic acid measurement"	"http://www.ebi.ac.uk/efo/EFO_0021575"
"Asp-phe measurement"	"http://www.ebi.ac.uk/efo/EFO_0021576"
"Azelaic acid measurement"	"http://www.ebi.ac.uk/efo/EFO_0021577"
"Caffeic acid measurement"	"http://www.ebi.ac.uk/efo/EFO_0021578"
"Cyclic AMP measurement"	"http://www.ebi.ac.uk/efo/EFO_0021580"
"D-2-Aminobutyric acid measurement"	"http://www.ebi.ac.uk/efo/EFO_0021581"
"D-Arabinose measurement"	"http://www.ebi.ac.uk/efo/EFO_0021582"
"D-Erythronolactone measurement"	"http://www.ebi.ac.uk/efo/EFO_0021583"
"D-Fructose measurement"	"http://www.ebi.ac.uk/efo/EFO_0021584"
"D-Glucopyranose measurement"	"http://www.ebi.ac.uk/efo/EFO_0021585"
"D-Glucose measurement"	"http://www.ebi.ac.uk/efo/EFO_0021586"
"D-Lactic acid measurement"	"http://www.ebi.ac.uk/efo/EFO_0021587"
"D-Malic acid measurement"	"http://www.ebi.ac.uk/efo/EFO_0021588"
"D-Mannose measurement"	"http://www.ebi.ac.uk/efo/EFO_0021589"
"D-Sorbitol measurement"	"http://www.ebi.ac.uk/efo/EFO_0021590"
"D-Sucrose measurement"	"http://www.ebi.ac.uk/efo/EFO_0021591"
"D-Trehalose measurement"	"http://www.ebi.ac.uk/efo/EFO_0021592"
"Deoxycholic acid measurement"	"http://www.ebi.ac.uk/efo/EFO_0021593"
"DL-P-hydroxyphenyllactic acid measurement"	"http://www.ebi.ac.uk/efo/EFO_0021594"
"Dodecanedioic aicd measurement"	"http://www.ebi.ac.uk/efo/EFO_0021595"
"Dulcitol measurement"	"http://www.ebi.ac.uk/efo/EFO_0021596"
"Eudesmic acid (3,4,5-trimethoxybenzoic acid) measurement"	"http://www.ebi.ac.uk/efo/EFO_0021597"
"Gluconic acid measurement"	"http://www.ebi.ac.uk/efo/EFO_0021598"
"Glycochenodeoxycholic acid measurement"	"http://www.ebi.ac.uk/efo/EFO_0021599"
"Glycoursodeoxycholic acid measurement"	"http://www.ebi.ac.uk/efo/EFO_0021600"
"Hexanoyl glycine measurement"	"http://www.ebi.ac.uk/efo/EFO_0021601"
"Homovanillic acid measurement"	"http://www.ebi.ac.uk/efo/EFO_0021602"
"Hydrocinnamic acid measurement"	"http://www.ebi.ac.uk/efo/EFO_0021603"
"Hypoxanthine measurement"	"http://www.ebi.ac.uk/efo/EFO_0021604"
"Indole-5-carboxylic acid measurement"	"http://www.ebi.ac.uk/efo/EFO_0021605"
"Isonicotinamide measurement"	"http://www.ebi.ac.uk/efo/EFO_0021607"
"L-2-Aminobutyric acid measurement"	"http://www.ebi.ac.uk/efo/EFO_0021608"
"L-3-Phenyllactic acid measurement"	"http://www.ebi.ac.uk/efo/EFO_0021609"
"L-Asparagine anhydrous measurement"	"http://www.ebi.ac.uk/efo/EFO_0021610"
"L-Aspartic acid measurement"	"http://www.ebi.ac.uk/efo/EFO_0021611"
"L-Carnitine measurement"	"http://www.ebi.ac.uk/efo/EFO_0021612"
"L-Citrulline measurement"	"http://www.ebi.ac.uk/efo/EFO_0021613"
"L-Cysteine measurement"	"http://www.ebi.ac.uk/efo/EFO_0021614"
"L-Cystine measurement"	"http://www.ebi.ac.uk/efo/EFO_0021615"
"L-Glutamic acid measurement"	"http://www.ebi.ac.uk/efo/EFO_0021616"
"L-Glutamine measurement"	"http://www.ebi.ac.uk/efo/EFO_0021617"
"L-Histidine measurement"	"http://www.ebi.ac.uk/efo/EFO_0021618"
"L-Isoleucine measurement"	"http://www.ebi.ac.uk/efo/EFO_0021619"
"L-Leucine measurement"	"http://www.ebi.ac.uk/efo/EFO_0021620"
"lysine in blood amount"	"http://purl.obolibrary.org/obo/OBA_2020005"
"L-Malic acid measurement"	"http://www.ebi.ac.uk/efo/EFO_0021622"
"L-Methionine measurement"	"http://www.ebi.ac.uk/efo/EFO_0021623"
"L-Ornithine measurement"	"http://www.ebi.ac.uk/efo/EFO_0021624"
"L-Phenylalanine measurement"	"http://www.ebi.ac.uk/efo/EFO_0021625"
"L-Pipecolic acid measurement"	"http://www.ebi.ac.uk/efo/EFO_0021626"
"L-Proline measurement"	"http://www.ebi.ac.uk/efo/EFO_0021627"
"L-Pyroglutamic acid measurement"	"http://www.ebi.ac.uk/efo/EFO_0021628"
"L-Saccharopine measurement"	"http://www.ebi.ac.uk/efo/EFO_0021629"
"L-Serine measurement"	"http://www.ebi.ac.uk/efo/EFO_0021630"
"L-Threonine measurement"	"http://www.ebi.ac.uk/efo/EFO_0021631"
"L-Thyroxine measurement"	"http://www.ebi.ac.uk/efo/EFO_0021632"
"L-Tryptophan measurement"	"http://www.ebi.ac.uk/efo/EFO_0021633"
"L-Tyrosine measurement"	"http://www.ebi.ac.uk/efo/EFO_0021634"
"L-Valine measurement"	"http://www.ebi.ac.uk/efo/EFO_0021635"
"Lauric acid measurement"	"http://www.ebi.ac.uk/efo/EFO_0021636"
"LysoPA 16:0 measurement"	"http://www.ebi.ac.uk/efo/EFO_0021637"
"LysoPC 14:0 measurement"	"http://www.ebi.ac.uk/efo/EFO_0021638"
"LysoPC 16:0 measurement"	"http://www.ebi.ac.uk/efo/EFO_0021639"
"LysoPC 16:1 measurement"	"http://www.ebi.ac.uk/efo/EFO_0021640"
"LysoPC 18:0 measurement"	"http://www.ebi.ac.uk/efo/EFO_0021641"
"LysoPC 18:1 measurement"	"http://www.ebi.ac.uk/efo/EFO_0021642"
"LysoPC 20:0 measurement"	"http://www.ebi.ac.uk/efo/EFO_0021643"
"LysoPC 20:1 measurement"	"http://www.ebi.ac.uk/efo/EFO_0021644"
"LysoPC 20:2 measurement"	"http://www.ebi.ac.uk/efo/EFO_0021645"
"LysoPE 14:0 measurement"	"http://www.ebi.ac.uk/efo/EFO_0021646"
"LysoPE 16:0 measurement"	"http://www.ebi.ac.uk/efo/EFO_0021647"
"LysoPE 18:1 measurement"	"http://www.ebi.ac.uk/efo/EFO_0021648"
"Maltose measurement"	"http://www.ebi.ac.uk/efo/EFO_0021649"
"Methionine sulfoxide measurement"	"http://www.ebi.ac.uk/efo/EFO_0021650"
"Methylmalonic acid measurement"	"http://www.ebi.ac.uk/efo/EFO_0021651"
"Myoinositol measurement"	"http://www.ebi.ac.uk/efo/EFO_0021652"
"N-acetyl-l-leucine measurement"	"http://www.ebi.ac.uk/efo/EFO_0021653"
"N-Acetyl-L-tyrosine measurement"	"http://www.ebi.ac.uk/efo/EFO_0021654"
"N,N-Dimethylglycine measurement"	"http://www.ebi.ac.uk/efo/EFO_0021655"
"N6-Acetyl-L-lysine measurement"	"http://www.ebi.ac.uk/efo/EFO_0021656"
"N6-Succinyl adenosine measurement"	"http://www.ebi.ac.uk/efo/EFO_0021657"
"p-Hydroxyphenyl acetic acid measurement"	"http://www.ebi.ac.uk/efo/EFO_0021658"
"Palmitaldehyde measurement"	"http://www.ebi.ac.uk/efo/EFO_0021659"
"Palmitic acid measurement"	"http://www.ebi.ac.uk/efo/EFO_0021660"
"Phenylacetyl-L-glutamine measurement"	"http://www.ebi.ac.uk/efo/EFO_0021661"
"Phenyllactate (PLA) measurement"	"http://www.ebi.ac.uk/efo/EFO_0021662"
"Phenylpyruvic acid measurement"	"http://www.ebi.ac.uk/efo/EFO_0021663"
"Pipecolinic acid measurement"	"http://www.ebi.ac.uk/efo/EFO_0021664"
"Riboflavin measurement"	"http://www.ebi.ac.uk/efo/EFO_0021665"
"S-(5-Adenosy)-L-homocysteine measurement"	"http://www.ebi.ac.uk/efo/EFO_0021666"
"S-Sulfo-L-cysteine measurement"	"http://www.ebi.ac.uk/efo/EFO_0021667"
"Sarcosine measurement"	"http://www.ebi.ac.uk/efo/EFO_0021668"
"Succinic acid measurement"	"http://www.ebi.ac.uk/efo/EFO_0021669"
"Taurochenodesoxycholic acid measurement"	"http://www.ebi.ac.uk/efo/EFO_0021670"
"Taurocholic acid sodium salt hydrate measurement"	"http://www.ebi.ac.uk/efo/EFO_0021671"
"Tauroursodeoxycholic acid measurement"	"http://www.ebi.ac.uk/efo/EFO_0021672"
"trans,trans-Muconic acid measurement"	"http://www.ebi.ac.uk/efo/EFO_0021674"
"Uridine 5-monophosphate measurement"	"http://www.ebi.ac.uk/efo/EFO_0021675"
"Urocanic acid (RG) measurement"	"http://www.ebi.ac.uk/efo/EFO_0021676"
"beta-Nicotinamide mononucleotide measurement"	"http://www.ebi.ac.uk/efo/EFO_0021677"
"beta-Pseudouridine measurement"	"http://www.ebi.ac.uk/efo/EFO_0021678"
"L-Histidine to Uric acid ratio"	"http://www.ebi.ac.uk/efo/EFO_0021679"
"Cis-5,8,11,14,17-eicosapentaenoic acid (C20:5n3) to LysoPC 20:2 ratio"	"http://www.ebi.ac.uk/efo/EFO_0021680"
"L-Tryptophan to 3-Indolepropionic acid ratio"	"http://www.ebi.ac.uk/efo/EFO_0021681"
"3-Indolepropionic acid to L-Lysine ratio"	"http://www.ebi.ac.uk/efo/EFO_0021682"
"3-Indolepropionic acid to Uridine ratio"	"http://www.ebi.ac.uk/efo/EFO_0021683"
"3-Indolepropionic acid to Adenine ratio"	"http://www.ebi.ac.uk/efo/EFO_0021684"
"3-Indolepropionic acid to L-Methionine ratio"	"http://www.ebi.ac.uk/efo/EFO_0021685"
"L-Phenylalanine to 3-Indolepropionic acid ratio"	"http://www.ebi.ac.uk/efo/EFO_0021686"
"3-Indolepropionic acid to L-Tyrosine ratio"	"http://www.ebi.ac.uk/efo/EFO_0021687"
"3-Indolepropionic acid to Phenylpyruvic acid ratio"	"http://www.ebi.ac.uk/efo/EFO_0021688"
"3-Indolepropionic acid to L-Ornithine ratio"	"http://www.ebi.ac.uk/efo/EFO_0021689"
"L-Glutamine to 3-Indolepropionic acid ratio"	"http://www.ebi.ac.uk/efo/EFO_0021690"
"3-Indolepropionic acid to Taurocholic acid sodium salt hydrate ratio"	"http://www.ebi.ac.uk/efo/EFO_0021691"
"3-Indolepropionic acid to L-Valine ratio"	"http://www.ebi.ac.uk/efo/EFO_0021692"
"Asp-phe to 3-Indolepropionic acid ratio"	"http://www.ebi.ac.uk/efo/EFO_0021693"
"L-Histidine to 3-Indolepropionic acid ratio"	"http://www.ebi.ac.uk/efo/EFO_0021694"
"3-Indolepropionic acid to 3,3',5-Triiodo-L-thyronine ratio"	"http://www.ebi.ac.uk/efo/EFO_0021695"
"D-Arabinose to 3-Indolepropionic acid ratio"	"http://www.ebi.ac.uk/efo/EFO_0021696"
"3-Indolepropionic acid to LysoPC 16:0 ratio"	"http://www.ebi.ac.uk/efo/EFO_0021697"
"L-Threonine to 3-Indolepropionic acid ratio"	"http://www.ebi.ac.uk/efo/EFO_0021698"
"3-Indolepropionic acid to LysoPC 18:1 ratio"	"http://www.ebi.ac.uk/efo/EFO_0021699"
"3-Indolepropionic acid to N6-Acetyl-L-lysine ratio"	"http://www.ebi.ac.uk/efo/EFO_0021700"
"L-Thyroxine to 3-Indolepropionic acid ratio"	"http://www.ebi.ac.uk/efo/EFO_0021701"
"L-Aspartic acid to 3-Indolepropionic acid ratio"	"http://www.ebi.ac.uk/efo/EFO_0021702"
"3-Indolepropionic acid to Trimethylamine N-oxide ratio"	"http://www.ebi.ac.uk/efo/EFO_0021703"
"3-Indolepropionic acid to Uric acid ratio"	"http://www.ebi.ac.uk/efo/EFO_0021704"
"3-Indolepropionic acid to D-Fructose ratio"	"http://www.ebi.ac.uk/efo/EFO_0021705"
"3-Indolepropionic acid to Sarcosine ratio"	"http://www.ebi.ac.uk/efo/EFO_0021706"
"3-Indolepropionic acid to Choline ratio"	"http://www.ebi.ac.uk/efo/EFO_0021707"
"L-Glutamic acid to 3-Indolepropionic acid ratio"	"http://www.ebi.ac.uk/efo/EFO_0021708"
"L-Serine to 3-Indolepropionic acid ratio"	"http://www.ebi.ac.uk/efo/EFO_0021709"
"3-Indolepropionic acid to S-(5-Adenosy) -L-homocysteine ratio"	"http://www.ebi.ac.uk/efo/EFO_0021710"
"3-Indolepropionic acid to D-2-Aminobutyric acid ratio"	"http://www.ebi.ac.uk/efo/EFO_0021711"
"3-Indolepropionic acid to LysoPC 16:1 ratio"	"http://www.ebi.ac.uk/efo/EFO_0021712"
"3-Indolepropionic acid to Hippuric acid ratio"	"http://www.ebi.ac.uk/efo/EFO_0021713"
"3-Indolepropionic acid to Pipecolinic acid ratio"	"http://www.ebi.ac.uk/efo/EFO_0021714"
"L-Citrulline to 3-Indolepropionic acid ratio"	"http://www.ebi.ac.uk/efo/EFO_0021715"
"3-Indolepropionic acid to L-Saccharopine ratio"	"http://www.ebi.ac.uk/efo/EFO_0021716"
"3-Indolepropionic acid to 5-oxoproline ratio"	"http://www.ebi.ac.uk/efo/EFO_0021717"
"L-Asparagine Anhydrous to 3-Indolepropionic acid ratio"	"http://www.ebi.ac.uk/efo/EFO_0021718"
"3-Indolepropionic acid to Kinurenine ratio"	"http://www.ebi.ac.uk/efo/EFO_0021719"
"3-Indolepropionic acid to LysoPC 18:0 ratio"	"http://www.ebi.ac.uk/efo/EFO_0021720"
"3-Indolepropionic acid to L-2-Aminobutyric acid ratio"	"http://www.ebi.ac.uk/efo/EFO_0021721"
"3-Indolepropionic acid to 2-Picolinic acid ratio"	"http://www.ebi.ac.uk/efo/EFO_0021722"
"3-Indolepropionic acid to 2-Methylsuccinic acid ratio"	"http://www.ebi.ac.uk/efo/EFO_0021723"
"3-Indolepropionic acid to LysoPC 20:2 ratio"	"http://www.ebi.ac.uk/efo/EFO_0021724"
"3-Indolepropionic acid to 4-Guanidinobutyric acid ratio"	"http://www.ebi.ac.uk/efo/EFO_0021725"
"3-Indolepropionic acid to Isonicotinamide ratio"	"http://www.ebi.ac.uk/efo/EFO_0021726"
"5-Methyluridine to 3-Indolepropionic acid ratio"	"http://www.ebi.ac.uk/efo/EFO_0021727"
"3-Indolepropionic acid to N-acetylglycine ratio"	"http://www.ebi.ac.uk/efo/EFO_0021728"
"3-Indolepropionic acid to N-Acetyl-L-tyrosine ratio"	"http://www.ebi.ac.uk/efo/EFO_0021729"
"L-Cystine to 3-Indolepropionic acid ratio"	"http://www.ebi.ac.uk/efo/EFO_0021730"
"3-Indolepropionic acid to Cyclic AMP ratio"	"http://www.ebi.ac.uk/efo/EFO_0021731"
"3-Indolepropionic acid to L-Carnitine ratio"	"http://www.ebi.ac.uk/efo/EFO_0021732"
"3-Indolepropionic acid to 1,4-dihydro-1-Methyl-4-oxo-3-pyridinecarboxamide ratio"	"http://www.ebi.ac.uk/efo/EFO_0021733"
"3-Indolepropionic acid to Creatine ratio"	"http://www.ebi.ac.uk/efo/EFO_0021734"
"3-Indolepropionic acid to Dodecanedioic aicd ratio"	"http://www.ebi.ac.uk/efo/EFO_0021735"
"3-Indolepropionic acid to LysoPC 20:1 ratio"	"http://www.ebi.ac.uk/efo/EFO_0021736"
"3-Indolepropionic acid to L-Arginine ratio"	"http://www.ebi.ac.uk/efo/EFO_0021737"
"3-Indolepropionic acid to Kynurenic acid ratio"	"http://www.ebi.ac.uk/efo/EFO_0021738"
"3-Indolepropionic acid to 2-Hydroxyisocaproic acid ratio"	"http://www.ebi.ac.uk/efo/EFO_0021739"
"3-Indolepropionic acid to 4-Pyridoxic acid ratio"	"http://www.ebi.ac.uk/efo/EFO_0021740"
